species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Sphaerichthys osphromenoides,0,0,0,0,0,0,1,0,0,0,0
Sphaerichthys selatanensis,0,0,0,0,0,1,0,1,0,0,0
Sphaerichthys vaillanti,0,0,0,0,0,1,0,1,0,0,0
Sphagemacrurus richardi,1,0,0,0,0,0,0,0,0,0,0
Sphenanthias tosaensis,1,0,0,0,0,0,0,0,0,0,0
Sphenanthias whiteheadi,1,0,0,0,0,0,0,0,0,0,0
Sphoeroides annulatus,0,0,1,0,0,0,1,0,0,0,0
Sphoeroides dorsalis,0,1,0,1,0,0,1,0,0,0,0
Sphoeroides greeleyi,0,1,1,0,0,0,0,0,0,0,0
Sphoeroides lobatus,0,1,1,1,0,0,0,0,0,0,0
Sphoeroides maculatus,0,0,1,0,0,0,0,0,0,0,0
Sphoeroides marmoratus,0,1,1,1,0,0,0,0,0,0,0
Sphoeroides nephelus,0,1,1,1,0,0,0,0,0,0,0
Sphoeroides pachygaster,0,1,0,0,0,0,0,0,0,0,0
Sphoeroides parvus,0,1,1,0,0,0,0,0,0,0,0
Sphoeroides rosenblatti,0,0,1,0,0,0,1,0,0,0,0
Sphoeroides sechurae,0,0,1,0,0,0,1,0,0,0,0
Sphoeroides spengleri,0,0,1,0,0,0,0,0,0,0,1
Sphoeroides testudineus,0,0,1,0,0,0,0,0,0,0,0
Sphoeroides trichocephalus,0,0,0,1,0,0,0,0,0,0,0
Sphoeroides tyleri,0,0,0,1,1,0,0,0,0,0,0
Sphyraena acutipinnis,1,0,0,0,0,0,0,0,0,0,0
Sphyraena afra,0,0,0,0,0,0,0,1,0,0,0
Sphyraena barracuda,0,0,0,0,0,0,1,1,0,0,0
Sphyraena borealis,1,0,0,0,0,0,0,0,0,0,0
Sphyraena chrysotaenia,1,0,0,0,0,0,0,0,0,0,0
Sphyraena ensis,0,0,0,0,0,0,0,1,0,0,0
Sphyraena flavicauda,1,0,0,0,0,0,0,0,0,0,0
Sphyraena forsteri,1,0,0,0,0,0,0,0,0,0,0
Sphyraena guachancho,0,0,0,0,0,0,0,1,0,0,0
Sphyraena helleri,0,0,0,0,0,1,0,0,0,0,0
Sphyraena iburiensis,0,0,0,0,0,1,0,0,0,0,0
Sphyraena intermedia,0,0,0,0,0,0,0,1,0,0,0
Sphyraena japonica,1,0,0,0,0,0,0,0,0,0,0
Sphyraena jello,0,0,0,0,0,0,1,1,0,0,0
Sphyraena lucasana,0,0,0,0,0,0,0,1,0,0,0
Sphyraena novaehollandiae,1,0,0,0,0,0,0,0,0,0,0
Sphyraena obtusata,0,0,0,0,0,0,1,0,0,0,0
Sphyraena picudilla,1,0,0,0,0,0,0,0,0,0,0
Sphyraena pinguis,0,0,0,0,0,0,1,0,0,0,0
Sphyraena putnamae,0,0,0,0,0,0,0,1,0,0,0
Sphyraena qenie,0,0,0,0,0,0,0,1,0,0,0
Sphyraena sphyraena,1,0,0,0,0,0,0,0,0,0,0
Sphyraena viridensis,0,0,0,0,0,0,0,1,0,0,0
Sphyrna corona,1,0,0,0,0,0,0,0,0,0,0
Sphyrna lewini,1,0,0,0,0,0,0,0,0,0,0
Sphyrna media,1,0,0,0,0,0,0,0,0,0,0
Sphyrna mokarran,1,0,0,0,0,0,0,0,0,0,0
Sphyrna tiburo,1,0,0,0,0,0,0,0,0,0,0
Sphyrna zygaena,1,0,0,0,0,0,0,0,0,0,0
Spicara axillaris,1,0,0,0,0,0,0,0,0,0,0
Spicara maena,0,1,0,1,0,0,0,1,0,1,0
Spicara melanurus,0,0,0,0,0,1,0,0,0,1,0
Spicara smaris,1,0,0,0,0,0,0,0,0,1,0
Spinachia spinachia,0,0,0,1,0,1,0,1,0,0,0
Spinibarbus caldwelli,1,0,0,0,0,0,0,0,0,0,0
Spinibarbus denticulatus,1,0,0,0,0,0,0,0,0,0,0
Spinibarbus hollandi,1,0,0,0,0,0,0,0,0,0,0
Spinibarbus sinensis,1,0,0,0,0,0,0,0,0,0,0
Spiniphryne duhameli,0,1,0,0,0,0,0,0,0,0,0
Spiniphryne gladisfenae,0,1,0,0,0,0,0,0,0,0,0
Spintherobolus ankoseion,0,0,0,0,0,0,0,0,0,0,1
Spirinchus lanceolatus,1,0,0,0,0,0,0,0,0,0,0
Spirinchus starksi,1,0,0,0,0,0,0,0,0,0,0
Spondyliosoma cantharus,0,0,0,0,0,1,0,0,0,0,0
Spondyliosoma emarginatum,0,0,0,0,0,1,0,1,0,0,0
Spottobrotula amaculata,0,0,0,0,0,1,0,0,0,0,0
Spratelloides atrofasciatus,0,0,0,0,0,1,0,0,0,0,0
Spratelloides delicatulus,0,0,0,0,0,1,0,0,0,0,1
Spratelloides gracilis,0,0,0,0,0,1,0,0,0,0,0
Sprattus antipodum,1,0,0,0,0,0,0,0,0,0,0
Sprattus fuegensis,1,0,0,0,0,0,0,0,0,0,0
Sprattus sprattus,1,0,0,0,0,0,0,0,0,0,0
Springeratus polyporatus,0,1,0,0,0,0,0,1,0,0,0
Springeratus xanthosoma,0,1,0,0,0,0,0,1,0,0,0
Springereratus xanthosema,1,0,0,0,0,0,0,0,0,0,0
Springerichthys bapturus,0,0,1,0,1,0,0,0,0,0,0
Squalidus argentatus,0,0,0,0,0,0,0,0,0,0,1
Squalidus banarescui,0,0,0,0,0,1,0,0,0,0,0
Squalidus chankaensis,1,0,0,0,0,0,0,0,0,0,0
Squalidus chankaensis biwae,1,0,0,0,0,0,0,0,0,0,0
Squalidus gracilis,0,0,0,0,0,1,0,0,0,0,0
Squalidus gracilis gracilis,1,0,0,0,0,0,0,0,0,0,0
Squalidus iijimae,0,1,0,0,0,1,0,0,0,0,0
Squalidus japonicus,0,1,0,0,0,1,0,0,0,0,0
Squalidus japonicus japonicus,1,0,0,0,0,0,0,0,0,0,0
Squalidus multimaculatus,0,0,1,0,0,0,0,0,0,0,0
Squalidus wolterstorffi,0,0,1,0,0,0,0,0,0,0,0
Squaliforma emarginata,0,0,1,0,0,0,0,0,0,0,0
Squaliforma tenuicauda,1,0,0,0,0,0,0,0,0,0,0
Squaliforma villarsi,0,0,1,0,0,0,0,0,0,0,0
Squaliobarbus curriculus,0,0,1,0,0,0,0,0,0,0,0
Squaliolus aliae,1,0,0,0,0,0,0,0,0,0,0
Squaliolus laticaudus,1,0,0,0,0,0,0,0,0,0,0
Squalius alburnoides,0,0,0,0,0,1,0,0,0,0,0
Squalius anatolicus,1,0,0,0,0,0,0,0,0,0,0
Squalius aphipsi,0,1,0,0,0,0,0,0,0,0,0
Squalius aradensis,0,1,0,0,0,0,0,0,0,0,0
Squalius carinus,1,0,0,0,0,0,0,0,0,0,0
Squalius carolitertii,0,1,0,0,0,0,0,0,0,0,0
Squalius cephalus,0,1,0,0,0,0,0,0,0,0,0
Squalius cii,1,0,0,0,0,0,0,0,0,0,0
Squalius fellowesii,1,0,0,0,0,0,0,0,0,0,0
Squalius ghigii,1,0,0,0,0,0,0,0,0,0,0
Squalius janae,1,0,0,0,0,0,0,0,0,0,0
Squalius keadicus,1,0,0,0,0,0,0,0,0,0,0
Squalius kottelati,0,0,0,0,0,0,0,0,0,0,1
Squalius laietanus,1,0,0,0,0,0,0,0,0,0,0
Squalius lepidus,1,0,0,0,0,0,0,0,0,0,0
Squalius lucumonis,0,0,0,0,0,1,0,0,0,0,0
Squalius malacitanus,0,0,1,0,0,0,0,0,0,0,1
Squalius pamvoticus,1,0,0,0,0,0,0,0,0,0,0
Squalius pursakensis,1,0,0,0,0,0,0,0,0,0,0
Squalius pyrenaicus,1,0,0,0,0,0,0,0,0,0,0
Squalius recurvirostris,0,0,0,0,0,0,0,0,0,0,1
Squalius squalus,1,0,0,0,0,0,0,0,0,0,0
Squalius svallize,1,0,0,0,0,0,0,0,0,0,0
Squalius torgalensis,0,1,0,0,0,0,0,0,0,0,0
Squalius ulanus,0,0,0,0,0,0,0,0,0,0,1
Squalius vardarensis,1,0,0,0,0,0,0,0,0,0,0
Squalius zrmanjae,1,0,0,0,0,0,0,0,0,0,0
Squalogadus modificatus,1,0,0,0,0,0,0,0,0,0,0
Squaloliparis dentatus,1,0,0,0,0,0,0,0,0,0,0
Squalus acanthias,1,0,0,0,0,0,0,0,0,0,0
Squalus albicaudus,1,0,0,0,0,0,0,0,0,0,0
Squalus bahiensis,1,0,0,0,0,0,0,0,0,0,0
Squalus blainville,1,0,0,0,0,0,0,0,0,0,0
Squalus brevirostris,1,0,0,0,0,0,0,0,0,0,0
Squalus bucephalus,1,0,0,0,0,0,0,0,0,0,0
Squalus cubensis,1,0,0,0,0,0,0,0,0,0,0
Squalus griffini,1,0,0,0,0,0,0,0,0,0,0
Squalus hemipinnis,1,0,0,0,0,0,0,0,0,0,0
Squalus japonicus,1,0,0,0,0,0,0,0,0,0,0
Squalus lalannei,1,0,0,0,0,0,0,0,0,0,0
Squalus lobularis,1,0,0,0,0,0,0,0,0,0,0
Squalus megalops,1,0,0,0,0,0,0,0,0,0,0
Squalus melanurus,1,0,0,0,0,0,0,0,0,0,0
Squalus mitsukurii,1,0,0,0,0,0,0,0,0,0,0
Squalus quasimodo,1,0,0,0,0,0,0,0,0,0,0
Squalus raoulensis,1,0,0,0,0,0,0,0,0,0,0
Squalus suckleyi,1,0,0,0,0,0,0,0,0,0,0
Squatina argentina,0,1,0,1,0,0,0,0,0,0,0
Squatina armata,0,1,1,0,0,0,0,0,0,0,0
Squatina caillieti,0,1,1,0,0,0,0,0,0,0,0
Squatina californica,0,0,1,0,0,0,0,0,0,0,0
Squatina dumeril,1,0,0,0,0,0,0,0,0,0,0
Squatina formosa,0,0,1,1,0,0,0,0,0,0,0
Squatina guggenheim,0,0,0,1,0,0,0,0,0,0,0
Squatina japonica,0,1,1,0,0,0,0,0,0,0,0
Squatina legnota,1,0,0,0,0,0,0,0,0,0,0
Squatina nebulosa,0,0,1,1,0,0,0,0,0,0,0
Squatina occulta,0,0,0,1,0,0,0,0,0,0,0
Squatina punctata,0,0,1,1,0,0,0,0,0,0,0
Squatina squatina,0,1,1,0,0,0,0,0,0,0,0
Stalix davidsheni,0,0,0,0,0,0,0,0,1,0,0
Stalix dicra,0,1,0,0,0,0,0,0,0,0,0
Stalix eremia,1,0,0,0,0,0,0,0,0,0,0
Stalix histrio,0,0,0,0,0,1,0,0,0,0,0
Stalix immaculata,1,0,0,0,0,0,0,0,0,0,0
Stalix sheni,0,1,0,0,0,0,0,0,0,0,0
Stalix versluysi,0,1,0,0,0,0,0,0,0,0,0
Stanulus seychellensis,0,0,0,1,0,0,0,0,0,1,0
Stanulus talboti,0,0,0,1,0,0,0,1,0,0,0
Starksia atlantica,0,1,1,0,0,0,0,0,0,1,0
Starksia brasiliensis,0,0,1,0,0,0,0,0,1,0,0
Starksia fulva,0,1,1,0,1,0,0,0,0,0,0
Starksia galapagensis,0,1,0,1,0,0,0,0,0,0,0
Starksia greenfieldi,0,0,1,0,0,0,0,0,0,0,0
Starksia hassi,0,1,0,1,0,0,0,0,0,0,0
Starksia langi,0,0,1,0,0,0,0,0,0,0,0
Starksia lepicoelia,0,0,0,0,0,0,0,1,0,0,0
Starksia multilepis,0,1,0,1,0,0,0,0,0,0,0
Starksia ocellata,0,1,0,0,0,0,0,0,1,0,0
Starksia posthon,0,1,1,0,0,0,0,0,0,0,0
Starksia robertsoni,0,1,1,0,0,0,0,0,0,0,0
Starksia sangreyae,0,0,1,0,0,0,0,1,0,1,0
Starksia spinipenis,0,0,1,0,0,0,0,0,1,0,0
Starksia springeri,0,1,0,0,0,0,0,0,0,1,0
Starksia weigti,0,0,0,0,0,0,0,1,0,0,0
Starksia williamsi,1,0,0,0,0,0,0,0,0,0,0
Stathmonotus culebrai,0,0,1,1,1,0,0,0,0,0,1
Stathmonotus lugubris,1,0,1,0,0,0,0,0,0,0,1
Stathmonotus sinuscalifornici,1,0,1,1,0,0,0,0,0,0,0
Stauroglanis gouldingi,0,0,1,0,0,0,0,0,0,0,0
Steatocranus casuarius,0,0,0,0,0,0,0,1,0,0,0
Steatocranus gibbiceps,0,0,0,0,0,0,0,0,1,0,0
Steatocranus irvinei,0,0,0,0,0,1,0,0,0,0,0
Steatocranus tinanti,0,0,0,0,0,0,0,1,0,1,0
Steatogenys duidae,0,1,0,0,0,0,0,1,0,0,0
Steatogenys elegans,0,0,0,0,0,0,0,1,0,0,0
Steeneichthys nativitatis,1,0,0,0,0,0,0,0,0,0,0
Steeneichthys nativitatus,0,1,0,0,0,0,0,0,0,0,0
Steeneichthys plesiopsus,0,1,0,0,0,0,0,1,0,0,0
Stegastes acapulcoensis,0,0,0,0,0,0,0,0,0,0,1
Stegastes adustus,0,0,0,1,0,0,0,0,0,1,0
Stegastes albifasciatus,0,0,0,0,0,0,0,0,0,0,1
Stegastes altus,0,0,0,0,0,0,0,0,0,1,1
Stegastes apicalis,1,0,0,0,0,0,0,0,0,0,0
Stegastes arcifrons,0,0,0,0,0,0,0,0,0,0,1
Stegastes aureus,1,0,0,0,0,0,0,0,0,0,0
Stegastes baldwini,0,0,0,0,0,0,0,0,0,0,1
Stegastes diencaeus,0,0,0,0,0,0,0,0,0,1,1
Stegastes dorsopunicans,1,0,0,0,0,0,0,0,0,0,0
Stegastes emeryi,0,0,0,0,0,0,0,0,0,1,1
Stegastes fasciolatus,1,0,0,0,0,0,0,0,0,0,0
Stegastes flavilatus,0,0,0,0,0,0,0,0,0,1,1
Stegastes fuscus,1,0,0,0,0,0,0,0,0,1,0
Stegastes gascoynei,0,0,0,0,0,0,0,1,0,0,1
Stegastes imbricatus,0,0,0,1,0,0,0,0,0,1,0
Stegastes insularis,1,0,0,0,0,0,0,0,0,0,0
Stegastes leucorus,1,0,0,0,0,0,0,0,0,0,0
Stegastes leucorus leucorus,1,0,0,0,0,0,0,0,0,0,0
Stegastes leucostictus,0,0,0,0,0,0,0,0,0,0,1
Stegastes limbatus,1,0,0,0,0,0,0,0,0,0,0
Stegastes lividus,0,0,0,1,0,0,0,0,0,0,0
Stegastes lubbocki,0,0,0,0,0,0,0,0,0,0,1
Stegastes marginatus,0,1,0,0,0,0,0,0,0,0,0
Stegastes nigricans,0,0,0,0,0,0,0,0,0,0,1
Stegastes obreptus,1,0,0,0,0,0,0,0,0,1,0
Stegastes partitus,0,0,0,0,0,0,0,0,0,0,1
Stegastes pelicieri,1,0,0,0,0,0,0,0,0,0,0
Stegastes pictus,0,0,0,0,0,0,0,0,0,0,1
Stegastes planifrons,0,0,0,0,0,0,0,1,0,1,0
Stegastes punctatus,0,0,0,1,0,0,0,0,0,0,0
Stegastes rectifraenum,0,0,0,1,0,0,0,0,0,0,1
Stegastes redemptus,0,0,1,0,0,0,0,0,0,1,1
Stegastes rocasensis,0,0,0,0,0,0,0,0,0,1,1
Stegastes sanctaehelenae,0,0,0,0,0,0,0,0,0,0,1
Stegastes sanctipauli,0,0,0,0,0,0,0,0,0,0,1
Stegastes uenfi,0,0,0,0,0,0,0,1,0,0,0
Stegastes variabilis,0,0,0,0,0,0,0,1,0,1,0
Stegostoma fasciatum,0,0,1,0,1,0,0,1,0,0,0
Steindachneria argentea,1,0,0,0,0,0,0,0,0,0,0
Steindachneridion parahybae,0,1,0,0,1,0,0,0,0,0,0
Steindachneridion scriptum,1,0,0,0,0,0,0,0,0,0,0
Steindachnerina argentea,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina bimaculata,1,0,0,0,0,0,0,0,0,0,0
Steindachnerina biornata,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina brevipinna,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina dobula,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina elegans,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina guentheri,1,0,0,0,0,0,0,0,0,0,0
Steindachnerina insculpta,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina notograptos,0,0,1,0,0,0,0,0,0,0,0
Steindachnerina notonota,0,0,0,0,0,1,0,0,0,0,0
Steindachnerina seriata,0,0,0,0,0,1,0,0,0,0,0
Stellifer brasiliensis,1,0,0,0,0,0,0,0,0,0,0
Stellifer chrysoleuca,0,0,1,0,0,0,0,0,0,0,0
Stellifer ephelis,1,0,0,0,0,0,0,0,0,0,0
Stellifer ericymba,1,0,0,0,0,0,0,0,0,0,0
Stellifer fuerthii,1,0,0,0,0,0,0,0,0,0,0
Stellifer illecebrosus,1,0,0,0,0,0,0,0,0,0,0
Stellifer lanceolatus,1,0,0,0,0,0,0,0,0,0,0
Stellifer mancorensis,1,0,0,0,0,0,0,0,0,0,0
Stellifer microps,1,0,0,0,0,0,0,0,0,0,0
Stellifer minor,1,0,0,0,0,0,0,0,0,0,0
Stellifer naso,1,0,0,0,0,0,0,0,0,0,0
Stellifer oscitans,1,0,0,0,0,0,0,0,0,0,0
Stellifer rastrifer,1,0,0,0,0,0,0,0,0,0,0
Stellifer stellifer,1,0,0,0,0,0,0,0,0,0,0
Stellifer zestocarus,1,0,0,0,0,0,0,0,0,0,0
Stemonosudis elegans,1,0,0,0,0,0,0,0,0,0,0
Stemonosudis intermedia,0,0,1,0,0,0,0,0,0,0,0
Stemonosudis rothschildi,0,0,1,0,0,0,0,0,0,0,0
Stenodus leucichthys,1,0,0,0,0,0,0,0,0,0,0
Stenogobius (Insularigobius) hawaiiensis,0,0,0,0,0,1,0,0,0,0,0
Stenogobius fehlmanni,0,1,0,0,0,0,0,1,0,0,0
Stenogobius genivittatus,0,1,0,0,0,0,0,0,0,0,0
Stenogobius gymnopomus,0,0,0,0,0,0,0,1,0,0,0
Stenogobius hawaiiensis,0,1,0,0,0,0,0,0,0,0,0
Stenogobius polyzona,0,1,0,0,0,0,0,1,0,0,0
Stenogobius watsoni,0,1,0,0,0,0,0,1,0,0,0
Stenogobius yateiensis,0,1,0,0,0,0,0,1,0,0,0
Stenotomus caprinus,1,0,0,0,0,0,0,0,0,0,0
Stenotomus chrysops,1,0,0,0,0,0,0,0,0,0,0
Stephanolepis cirrhifer,0,1,1,0,0,1,0,0,0,0,0
Stephanolepis diaspros,0,1,0,0,1,0,0,0,0,0,0
Stephanolepis hispidus,0,1,1,0,0,0,0,0,0,0,0
Stephanolepis setifer,0,1,1,0,0,0,0,0,0,0,0
Stereolepis doederleini,0,0,0,0,0,1,0,0,0,0,0
Stereolepis gigas,0,0,1,0,0,0,0,0,0,0,0
Sternarchella schotti,0,0,0,0,0,1,0,0,0,0,0
Sternarchorhynchus mormyrus,1,0,0,0,0,0,0,0,0,0,0
Sternarchorhynchus oxyrhynchus,1,0,0,0,0,0,0,0,0,0,0
Sternoptyx diaphana,1,0,0,0,0,0,0,0,0,0,0
Sternoptyx obscura,1,0,0,0,0,0,0,0,0,0,0
Sternoptyx pseudobscura,0,1,0,0,0,0,0,0,0,0,0
Sternoptyx pseudodiaphana,0,1,0,0,0,0,0,0,0,0,0
Sternopygus aequilabiatus,1,0,0,0,0,0,0,0,0,0,1
Sternopygus arenatus,0,0,0,0,0,1,0,0,0,0,0
Sternopygus macrurus,0,0,0,0,0,1,0,0,0,0,0
Stethojulis albovittata,0,0,0,1,0,1,0,0,0,0,0
Stethojulis balteata,0,0,0,0,0,1,0,0,0,0,0
Stethojulis bandanensis,0,0,0,0,0,1,0,0,0,0,1
Stethojulis interrupta,0,0,1,0,0,1,0,0,0,0,0
Stethojulis interrupta interrupta,0,0,1,0,0,1,0,0,0,0,1
Stethojulis interrupta terina,0,0,1,0,0,1,0,0,0,0,1
Stethojulis maculata,0,0,1,0,0,1,0,1,0,0,1
Stethojulis marquesensis,0,0,0,0,0,1,0,0,0,0,1
Stethojulis notialis,0,0,1,0,0,1,0,1,0,0,0
Stethojulis strigiventer,0,0,0,0,0,1,1,0,0,0,0
Stethojulis terina,0,0,0,0,0,0,0,0,0,0,1
Stethojulis trilineata,0,0,0,0,0,1,0,0,0,0,1
Stethojulis zatima,0,0,1,0,0,1,0,0,0,0,1
Stichaeopsis nana,0,1,0,0,0,0,0,0,0,0,0
Stichaeus grigorjewi,0,0,1,0,1,0,0,0,0,0,0
Stichaeus nozawai,0,1,0,0,0,0,0,0,0,0,0
Stichaeus punctatus,0,1,0,1,0,0,0,0,0,0,0
Stichaeus punctatus punctatus,0,0,0,1,0,0,0,0,1,0,0
Stigmatochromis pleurospilus,0,0,0,0,0,0,0,1,0,0,0
Stigmatochromis woodi,0,1,1,0,0,0,0,0,0,0,0
Stigmatogobius borneensis,1,0,0,0,0,0,0,0,0,0,0
Stigmatogobius elegans,0,1,1,0,0,0,0,0,0,0,0
Stigmatogobius pleurostigma,0,0,1,0,0,0,0,0,0,0,0
Stigmatogobius sadanundio,0,0,1,0,0,0,0,0,0,0,0
Stigmatogobius sella,1,0,0,0,0,0,0,0,0,0,0
Stigmatogobius signifer,0,1,0,0,0,0,0,1,0,0,0
Stiphodon alcedo,0,0,0,0,0,1,0,0,0,0,0
Stiphodon atratus,0,1,0,0,0,0,0,0,0,0,0
Stiphodon atropurpureus,0,0,0,0,0,1,0,0,0,0,0
Stiphodon aureofuscus,0,0,0,0,0,1,0,0,0,0,0
Stiphodon caeruleus,0,0,0,0,0,1,0,0,0,0,0
Stiphodon elegans,0,0,0,0,0,1,0,1,0,0,0
Stiphodon imperiorientis,0,0,0,0,0,0,0,1,0,0,0
Stiphodon maculidorsalis,0,1,1,0,0,0,0,1,0,0,1
Stiphodon multisquamus,0,0,0,0,0,1,0,1,0,0,0
Stiphodon ornatus,0,1,0,0,0,1,0,1,0,0,0
Stiphodon pelewensis,0,1,0,0,0,0,0,0,0,0,1
Stiphodon percnopterygionus,0,0,0,0,0,1,0,1,0,0,1
Stiphodon rutilaureus,0,0,1,0,0,1,0,0,0,0,0
Stiphodon sapphirinus,1,0,0,0,0,0,0,0,0,0,0
Stiphodon semoni,0,0,0,0,0,1,0,0,0,0,0
Stiphodon surrufus,0,0,0,0,0,0,0,0,0,0,1
Stiphodon weberi,0,0,0,0,0,1,0,1,0,0,1
Stokellia anisodon,0,0,0,0,0,1,0,0,0,0,0
Stolephorus apiensis,0,0,0,0,0,1,0,0,0,0,0
Stolephorus commersonnii,0,0,0,0,0,1,0,0,0,0,0
Stolephorus indicus,0,0,0,0,0,1,0,0,0,0,0
Stolephorus insularis,0,0,0,0,0,1,0,0,0,0,0
Stolephorus waitei,0,0,0,0,0,1,0,0,0,0,0
Stolothrissa tanganicae,1,0,0,0,0,0,0,0,0,0,0
Stomatepia mariae,0,0,0,0,0,1,0,0,0,0,0
Stomatepia mongo,0,1,0,0,0,0,0,0,0,0,0
Stomatepia pindu,0,1,0,0,0,0,0,0,0,0,0
Stomatorhinus walkeri,0,1,0,0,0,0,0,0,0,0,0
Stomias affinis,1,0,0,0,0,0,0,0,0,0,0
Stomias boa boa,1,0,0,0,0,0,0,0,0,0,0
Stomias nebulosus,0,1,0,0,0,0,0,0,0,0,0
Stonogobiops dracula,0,0,0,0,0,0,0,1,0,0,1
Stonogobiops medon,0,0,0,0,0,0,1,0,0,0,1
Stonogobiops nematodes,0,0,0,0,0,0,1,0,0,0,1
Stonogobiops pentafasciata,0,0,0,0,0,0,1,0,0,0,0
Stonogobiops xanthorhinica,0,0,0,0,0,0,1,0,0,0,1
Stonogobiops yasha,0,0,0,0,0,1,0,0,0,0,0
Storrsia olsoni,0,0,0,0,0,0,0,0,1,0,0
Striuntius lineatus,0,0,0,0,0,1,0,0,0,0,0
Stromateus brasiliensis,0,0,1,0,0,0,0,0,0,0,0
Stromateus fiatola,0,0,1,0,0,1,0,0,0,0,0
Stromateus stellatus,0,0,1,0,0,0,0,0,0,0,0
Strongylura anastomella,1,0,0,0,0,0,0,0,0,0,0
Strongylura exilis,1,0,0,0,0,0,0,0,0,0,0
Strongylura fluviatilis,1,0,0,0,0,0,0,0,0,0,0
Strongylura hubbsi,0,0,0,0,0,1,0,0,0,0,0
Strongylura incisa,0,0,0,0,0,1,0,0,0,0,0
Strongylura leiura,0,0,0,0,0,1,0,0,0,0,0
Strongylura marina,0,0,0,0,0,1,0,0,0,0,0
Strongylura notata forsythia,0,0,0,0,0,1,0,0,0,0,0
Strongylura notata notata,1,0,0,0,0,0,0,0,0,0,0
Strongylura scapularis,0,0,0,0,0,1,0,0,0,0,0
Strongylura senegalensis,0,0,0,0,0,1,0,0,0,0,0
Strongylura strongylura,0,0,0,0,0,1,0,0,0,0,0
Strongylura timucu,0,0,0,0,0,1,0,0,0,0,0
Strongylura urvillii,0,0,0,0,0,1,0,0,0,0,0
Strophidon sathete,1,0,0,0,0,0,0,0,0,0,0
Strophidon ui,0,1,0,0,0,0,0,0,0,0,0
Sturisoma barbatum,0,0,0,0,0,1,0,0,0,0,0
Sturisoma monopelte,0,0,0,0,0,1,0,0,0,0,0
Sturisoma nigrirostrum,0,0,0,0,0,1,0,0,0,0,0
Sturisoma robustum,0,0,0,0,0,1,0,0,0,0,0
Sturisoma tenuirostre,0,0,0,0,0,1,0,0,0,0,0
Sturisomatichthys aureum,0,0,0,0,0,1,0,0,0,0,0
Sturisomatichthys festivum,0,0,0,0,0,0,0,0,0,0,1
Sturisomatichthys kneri,0,0,0,0,0,1,0,0,0,0,0
Sturisomatichthys leightoni,0,0,0,0,0,0,0,0,0,0,1
Sturisomatichthys panamense,0,0,0,0,0,0,0,0,0,0,1
Stygnobrotula latebricola,1,0,0,0,0,0,0,0,0,0,0
Suculentophichthus nasus,1,0,0,0,0,0,0,0,0,0,0
Sudis hyalina,1,0,0,0,0,0,0,0,0,0,0
Sueviota aprica,0,0,0,0,0,0,0,1,0,0,1
Sueviota atrinasa,0,0,0,0,0,0,0,1,0,0,0
Sueviota lachneri,0,1,0,0,1,0,0,0,0,0,0
Suezichthys arquatus,0,0,1,0,0,1,0,0,1,0,0
Suezichthys aylingi,0,0,0,0,0,0,0,0,0,0,1
Suezichthys cyanolaemus,0,0,0,0,0,0,0,0,1,0,1
Suezichthys devisi,0,0,0,0,0,1,0,0,0,0,0
Suezichthys gracilis,0,0,0,0,0,1,0,0,0,0,0
Suezichthys notatus,0,0,0,0,0,0,0,0,0,0,1
Suezichthys ornatus,0,0,0,0,0,1,0,0,0,0,0
Suezichthys russelli,1,0,0,0,0,0,0,0,0,0,0
Suezichthys soelae,0,0,0,0,0,1,0,1,0,0,0
Sufflamen albicaudatum,0,0,0,0,0,1,0,0,0,0,1
Sufflamen bursa,0,0,0,0,0,1,0,1,0,0,0
Sufflamen chrysopterum,1,0,0,0,0,0,0,0,0,0,1
Sufflamen fraenatum,0,0,0,0,0,1,0,0,0,0,1
Sufflamen verres,0,0,0,0,0,0,0,0,0,0,1
Suggrundus macracanthus,0,1,0,0,0,0,0,0,0,0,0
Suggrundus meerdervoortii,0,1,1,0,0,0,0,0,0,0,0
Sunagocia arenicola,0,1,1,0,0,0,0,0,1,0,0
Sunagocia carbunculus,0,1,0,0,0,0,0,0,1,0,0
Sunagocia otaitensis,0,1,0,0,0,0,0,0,0,0,0
Sundadanio axelrodi,0,0,0,0,0,1,0,0,0,0,1
Suruga fundicola,0,1,0,0,0,0,0,0,0,0,0
Suttonia lineata,0,0,0,1,0,1,0,0,0,0,0
Syacium guineensis,0,1,1,1,0,0,0,0,0,0,0
Syacium gunteri,0,1,0,0,0,0,0,0,0,0,0
Syacium latifrons,0,1,0,0,0,0,0,0,0,0,0
Syacium micrurum,0,1,0,0,0,0,0,0,0,0,0
Syacium ovale,0,1,0,0,0,0,0,0,0,0,0
Syacium papillosum,0,1,0,0,0,0,0,0,0,0,0
Symbolophorus barnardi,0,1,0,0,0,0,0,0,0,0,0
Symbolophorus californiensis,0,1,0,0,0,0,0,0,0,0,0
Symbolophorus evermanni,0,1,0,0,0,0,0,0,0,0,0
Symbolophorus reversus,0,1,0,0,0,0,0,0,0,0,0
